"id","title","description","manufacturer","price"
"b000i2qubi","quickbooks pos: pro multistore 6.0","quickbooks point-of-sale pro multi-store 6.0 retail-management software turns any pc into a cash register that does what no ordinary cash register can do: it automatically keeps track of your detailed inventory customers sales orders layaways and employee commissions and tips while you and your employees are ringing up sales in up to 10 different locations. it's a high-powered retail-management system that tracks inventory sales and customer information to help save you time and better serve your customers. pro features not included with pos basic 6.0 include refinements and extras that let you: create special orders for items not tracked in inventory generate purchase orders automatically at preset inventory levels track multiple vendors and upc codes per item track inventory assemblies (kits) and items sold as groups track serial numbers customize price tags receipts and more with the document designer create customizable fields for vendors items and customers track employee sales commissions add shipping charges to receipts capture ship-to addresses create mailing lists and labels track inventory automatically as you ring up sales. view larger. see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. view larger. answer a few questions in the simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to start ringing up sales. view larger. transfer key information directly into quickbooks financial software with one click. view larger. create customized reports that help you make better purchasing decisions. view larger. manage up to 10 stores from one location with point-of-sale pro multi-store 6.0 you'll know at a glance how each store is doing as well as your company as a whole. here's how it's designed to work. each store tracks sales customer information receipts of merchandise and merchandise transferred to other stores and sends this information to the headquarters store via e-mail or cd. the headquarters store runs company-wide reports controls inventory and issues purchase orders. and the software makes sure all stores are kept up-to-date with current information of inventories at other locations. it's easy to compare performance across store locations using multi-store reports. and if you use quickbooks financial software (sold separately) you can use class tracking to get a more detailed financial picture of each store. track inventory automatically as you ring up sales see what's selling when it's selling what needs restocking and more. best of all: you can eliminate manual inventory. record each shipment of merchandise you receive and point-of-sale will automatically adjust inventory figures with each sale or return so you can keep the items your customers want on-hand without overstocking. improve cash flow by purchasing the right merchandise in the right quantities at the right time you'll greatly improve your cash flow. see inventory levels for each item as you ring it up. run reports with one click that show what you've got what's hot and what you need to reorder. simplify your closing procedures new to pos 6.0 you can now easily view quantity on-hand and inventory valuation for any historical date you choose. ring up sales faster scan bar codes or type a few keystrokes to accurately add items to sales receipts (bar-code reader sold separately). process credit and debit card transactions and collect tips as you ring up sales. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. authorize credit card and debit card purchases you can authorize credit card and pin-secured debit card purchases automatically--and collect tips on credit payments--as you ring up sales. all you need is a credit-card reader (sold separately) quickbooks point-of-sale and a quickbooks pos merchant service account (for details visit www.quickbooksmerchantservice.com). provide great customer service see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. sell and redeem gift cards (for details visit www.quickbooksmerchantservice.com). by tracking your customers' e-mail and shipping addresses you have what you need to let them know about upcoming sales or new inventory from their preferred manufacturers. scan bar codes or type a few keystrokes to add items accurately to sales receipts. view larger. start fast and get help when you need it quickbooks point-of-sale is so easy to set up that many retailers start ringing up sales the first day. just answer a few questions in the software's simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to go. you even get free phone support for 30 days after registration. the first time you connect quickbooks point-of-sale to quickbooks financial software the quickbooks connection wizard walks you through setting everything up correctly. when the two programs are connected you can transfer inventory and sales data from your store to your back office with the click of a button. compatible with other applications import all of your customers vendors and inventory items in one quick step from quickbooks financial software or microsoft excel. save hours of typing each entry by hand. (microsoft word and excel integration requires word and excel 2000 2002 or 2003; outlook synchronization requires outlook 2000 2002 or 2003; all are sold separately. synchronization with outlook is also possible using quickbooks customer manager sold separately.) save hours on bookkeeping transfer sales and customer information employee timesheets sales receipts receiving vouchers and other key information directly into quickbooks financial software with one click. or use quickbooks point-of-sale all by itself. have a question about a tricky transaction? go to the practice file to see how it's done. intuit loads this file with three months of sample data for an imaginary retailer. combine it with quickbooks team quickbooks point-of-sale with quickbooks financial software (sold separately) and you can save time and reduce the risk of errors when performing financial accounting tasks. quickbooks point-of-sale works with any quickbooks pro or premier edition (2004-2007) and quickbooks enterprise solutions (versions 4.0-7.0). when you use quickbooks point-of-sale with quickbooks financial software the two programs work together to handle your business end-to-end--from managing inventory and ringing up sales to tracking finances and running customized reports that help you make better buying decisions. need hardware? save time and hassles with quickbooks point-of-sale multi-store 6.0 retail management software/hardware (bundle) a guaranteed-compatible software/hardware combination that includes pos pro multi-store 6.0 bundled with a receipt printer a cash drawer a bar-code scanner and a credit-card reader. merchant services are optional. for details including a complete list of services and requirements visit www.quickbooksmerchantservice.com.","intuit inc.",1399.95
"b000qfqa1w","encyclopedia britannica deluxe 2008 win/mac","designed for adults and students alike encyclopaedia britannica deluxe is a comprehensive reference resource that gives you up-to-date in-depth and easy-to-use information. learn from nobel laureates historians and noted experts in one fun and single source. no other software can match the intelligence depth and accuracy of encyclopaedia britannica deluxe. your comprehensive reference resource 81 000+ articles included thousands of images photos video and more insightful biographies of great minds easy & trusted companion to online research designed for adults and students alike encyclopaedia britannica deluxe dvd is a comprehensive reference resource that gives you up-to-date in-depth and easy-to-use information. learn from nobel laureates historians and other noted experts in a fun and single source. no other software can match the intelligence depth and accuracy of encyclopaedia britannica deluxe. thousands of articles magazine and online links jumpstart your research with over 81 000 articles and more than 166 000 magazine and online links. extensive reference library and rich multimedia expand your search with merriam webster's dictionary & thesaurus world atlas britannica brainstormer britannica classics timelines thousands of images photos video and more. new! britannica workspace for easy research organization stay organized at all times! with workspace you can save articles images video and more in one convenient location. explore interactive & exciting tours take an exhilarating ride through videos world statistics classical music and more. new! britannica biographies: thousands of great minds get insightful biographies of 2 000 great minds: astronomers mathematicians scientists and others who shaped the world. virtual notecards save notes from your articles on a virtual notecard. notes are printable which makes your research easier and portable. new! free britannica online 6-month subscription--$35 value get free access to britannica online newsfeeds additional audio and video newsletters discounts to the britannica store and more. britannica even offers free monthly content updates for one year feature comparison feature encyclopaedia britannica deluxe encyclopaedia britannica ultimate reference suite encyclopedias 1 3 articles 81 000+ 100 000+ magazine and online links 166 000+ 166 000+ images and illustrations 17 000+ 20 000+ video clips 400+ 400+ audio clips x x world atlas & timelines x x merriam webster's dictionary & thesaurus x x homework tools homework helpdesk book of the year articles x x britannica brainstormer & britannica classics x x free content updates x x online videos x x virtual notecards x x explore interactive & exciting tours x x britannica workspace x x britannica biographies x x free! online subscription $35 value $70 value","avanquest",29.95
"b000056b62","cook'n vegetarian","featuring recipes for tasty and healthful meatless dishes made with fresh ingredients the cook'n vegetarian cd also includes a selection of almost-instant recipes with preparation times of 30 minutes or less. many of the cook'n vegetarian cd's recipes use less fats sugars and salts and bring out the natural nutritional properties in everyday foods. recipe selection is made simple: type in what ingredients you have on hand and search for recipes utilizing those ingredients. other features include:hundreds of full-color food photos organize your own recipes e-mail recipes to your friends print your recipes on decorative 3-by-5 cards create weekly menus make grocery shopping lists search the internet for coupons analyze the nutritional value of your recipes download recipes and shopping lists to your palm pilot","dvo enterprises",19.99
"b000fbk6gc","hidden expedition: titanic","hidden expedition: titanic immerses you in an epic expedition. on april 14 1912 the steamship rms titanic struck an iceberg. within hours it sank to the bottom of the atlantic ocean. as part of the hidden expedition adventure league it is your job to explore the wreckage of this once-majestic ship and collect antique artifacts for the titanic museum. get ready to lose yourself in a historic adventure of epic proportions!","activision",19.99
"b0007d8es0","crystal reports xi professional edition","the world standard for report creation just got better. crystal reports xi professional is an intuitive enterprise report designer that helps you rapidly create flexible feature-rich high fidelity reports with access to almost any enterprise data source. this latest release now makes data access report design and report maintenance easier than ever.","business objects",495
"b0006z16qq","sierra hallmark card studio special edition ( windows )","hallmark card studio special edition makes it easy to capture life's special moments and commemorate any event. create beautiful photo frames or envelopes with dozens of exclusive images. stay connected with family & friends and make sure they know how you feel!","nova development",0
"b0002w37x8","crusader kings","crusader kings is a unique historical role-player that puts you into a feudal society fraught with dangers. travel to medieval europe between 1066 and 1419 a.d. -- here you will build a dynasty. gain wealth and favor from the nobles while earning prestige and piety. unlike other strategy games the goal here is not to expand your territory but to expand your reputation. use everything from diplomacy to warfare to create a respected royal line.","atari",19.99
"b0006g31ao","microsoft licenses exch. srvr extrn conn sa eng (39400416)","manufacturer warranty:andnbsp;andnbsp;90 days","microsoft licenses",42166.22
"b00005atxo","watchguard serverlock manager (100 servers)","watchguard serverlock manager controls the integrity of servers across your enterprise. with a simple and elegant user interface watchguard serverlock manager is easy-to-use secure and powerful. with a click of the mouse you can configure security rules assign server groups and set server protection levels as you wish - at any level of detail you require. watchguard serverlock manager uses a combination of kernel-based pki a 239-bit elliptical curve cryptosystem (ecc) from certicom and triple des encryption so that instructions and communications from the management console cannot be intercepted.","watchguard technologies inc",14995
"b000eavbdq","master server-upg","master server-upg","novastor corporation",0
"b000ozhfsq","tlc dr. seuss reading learning system 2008","tlc dr. seuss reading learning system builds important early reading skills such as word recognition vocabulary and reading comprehension through proven unique and interactive learning techniques. your child will be engrossed in building their reading skills in the wonderfully witty world of dr. seuss! learn letters & sounds listen to the story read on your own learning fundamental reading skills is fun when it's part of a complete learning system! follow along as the story is read or click on objects and play games in this delightful adaptation of dr. seuss classic books green eggs & ham and cat in a hat. hidden surprises on each page will engage and teach your child the following skills: rhyming matching colors increased vocabulary word recognition reading comprehension computer familiarity spatial relationships causal relationships the cat in the hat along with the cat in the hat come thing one and thing two and they're all here together to have fun with you. build essential reading skills with games and activities on every page. green eggs & ham 19 interactive pages of dr. seuss's green eggs and ham are filled with clickable animated surprises and reading activities. build a solid reading foundation while having fun! track your child's progress using a progress chart set goals for your child as they learn and play in the magical world of dr. seuss. reward the progress with colorful star stickers. also includes helpful tips for parents on how to create a positive learning experience. plus a bonus dr. seuss daisy-head mayzie dvd to further enhance the child's learning with exciting educational video content. mayzie learns that love is more important than fame and fortune. this is an endearing morality tale for our time and children of all ages.","encore",19.99
"b000083k83","compaq comp. rapid deployment pk-flexible lic kit ( 302127-b21 )",,"compaq computer",0
"b0002bqqxw","oxford spanish dictionary","contains over 170 000 words and phrases and 240 000 translations and describes spanish as it is used throughout the whole spanish-speaking world.","oxford university press",19.95
"b000e6q3em","pantone reference library","model- gps206 vendor- pantone features- pantone reference library pantone reference library is the perfect tool for design firms print shops corporate communications or anyone who requires a complete source for graphic color choices. the latest library has been designed with a bold new look to display the most innovative collection of pantone guides and books ever offered: - formula guides (coated uncoated matte) - color bridge coated - solid in hexachrome guide coated - metallic formula guide + chips - pastel formula guide + chips - tints four-guide set - 4-color process guides (coated uncoated) - solid chips three-book set manufacturer warranty:andnbsp;andnbsp;90 days","pantone inc.",1623.06
"b0009hmx36","procurve vpn client software unlimited client licenses","procurve vpn client unlimited license","hewlett packard",0
"b00007bgty","oxford spanish dictionary","the oxford pop-up spanish/english dictionary help you in your journey through the spanish-speaking world by presenting you with the translation tools you need!","tri synergy",19.99
"b0006g2zce","microsoft licenses sps extrnlconnnonemplyenglands c (h3200034)","microsoft sps external connector non emply english license and software assurance pack open license program level c 400 points","microsoft licenses",101515.55
"b000jx3qxq","microspot interiors",,"microspot ltd.",99.95
"b000ehpzyu","upgrade emc retrospect 7.5 multi server windows only","upg emc retrospect 7.5 multi cromserver windows only","dantz",0
"b000al7fu2","snap enterprise data replicator advanced license for 10000 series","the trend toward distributed enterprises whether they are branch offices remote development centers or offshore entities has lead to a marked increase in the distribution of mission-critical data across the enterprise. even though many corporations treat their remotes offices as independent revenue centers their central it departments invest the lions share of their time and resources on core data and overlook the distribution synchronization and protection of their remote office data. little time or money remains to invest in robust solutions for distributed data. snap enterprise data replicator (snap edr) coupled with high-performance snap servers provides distributed enterprises with the robust data protection solution that they need to manage and protect distributed data. a powerful high-performance data replication and availability solution featuring the industrys most comprehensive set of data management and security capabilities snap edr allows organizations to efficiently and cost-effectively replicate and manage data heterogeneously between guardianos snap servers and windows linux and unix servers across a distributed network. not just a point solution the snap edr management framework forms the basis for remote data control and movement solutions throughout the enterprise. snap edr allows users to easily control the movement of files between servers; from many remote offices to a central server; and to automatically distribute data from a central server to remote office servers. flexible job scheduling for data movement ensures that distributed data can be protected as needed by the central office providing a remote office data management solution for distributed application data.","adaptec",0
"b00005lzly","employee appraiser 5.0 deluxe mailer","- marketing information: get the complete managerandquot;s toolkit with employee appraiser deluxe 5.0. it makes writing performance reviews faster from start to finish while helping you be a better manager. with memos documents templates and libraries employee appraiser deluxe includes all of the tools necessary to coach performance and track progress. product information - software sub type: hr management - software name: employee appraiser 5.0 deluxe - complete product - features and benefits: new features: - import/export employee data - due date reminders - job-specific review templates - job coach - sample business objective library other features: - writing assistant - tune text - development coach - day-to-day notebook - ratings calculator - language scan - import company form - performance objectives documents - 120 job descriptions - employee recognition guides and samples - coaching memos - development plans - corrective action notices - language support: english - platform support: pc license information - license type: complete product - license quantity: 1 user miscellaneous - compatibility: - pc","global marketing",394.6
"b000bta4k6","microsoft crm professional cal 3.0 product upgrade license pack user cal","model- ms-cd08393wi vendor- microsoft corporation features- microsoft dynamics crm 3.0 pro upgrade 20 license pk user cal microsoft crm 3.0 professional is a customer relationship management (crm) system that gets used by employees. it is easy to operate easy to deploy and easy to adapt to the unique needs of any company. it also offers flexible deployment options. microsoft crm 3.0 professional can be deployed at your business location or hosted by a third-party service provider. microsoft crm 3.0 professional is designed for large enterprises using multiple servers in a distributed environment. when operating in this configuration microsoft crm 3.0 professional is readily scalable--the amount of users can be increased to meet the needs of a large organization. business moves at light speed today requiring that every company continuously reexamine direction strategies suppliers partners-- literally every variable and relationship that might lead to complacency. the intensified search for competitive advantage may mean that some of your best customers pick up and leave without you ever knowing that there was a problem. how well can you react to-- and even predict--ever-shifting customer needs and competitor moves? * this edition is designed for large organizations that must support extensive sales and marketing staffs. microsoft crm professional builds on the power and ease of use of microsoft dynamics crm small business edition and offers key features such as: - powerful data mining and business intelligence tools that help a business build smarter more effective marketing campaigns. reporting and analys","microsoft software",9980
"b000m06st0","upgrade robohelp server 6 win ue 1u","adobe commercial robohelp office server 6","adobe",3609.98
"b000300hhi","netmanage rumba unix-hp edition - ( v. 7.3 ) - upgrade license ( 902453-006 )",,"netmanage",0
"b0000swyw4","sonicwall gms standard edition 10 node license","today enterprises and service providers face increasing security challenges in their distributed networks from security and virus attacks to enforcing security policies. as a distributed network grows and branches into multiple subnetworks linked by the internet so does the complexity of managing security appliances security policies and updates. a single flaw in security implementation at any point in the network can expose the entire infrastructure allowing malicious access to important data and files with severe consequences. managing security for distributed networks on a site-by-site basis is time consuming expensive and unreliable putting a big strain on already limited resources. sonicwall global management system (sonicwall gms) standard edition enables distributed enterprises and service providers to manage thousands of sonicwall internet security appliances from a central location with a powerful flexible and intuitive application. sonicwall gms delivers a cost-effective global security management solution that reduces staffing requirements speeds up deployment and lowers the cost of managing security services. sonicwall gms gives administrators the integrated tools to manage all security policies and services throughout a large-scale multiple policy enterprise or service provider environment. administrators can easily configure sonicwall firewall settings deploy vpn to any user and add sonicwall upgrade and subscription services such as gateway anti-virus anti-spyware and intrusion prevention service complete anti-virus and content filtering service with the click of a button.","sonicwall",0
"b000ndibtg","adobe creative suite cs3 design premium upsell [mac]","note: this is the upsell version of adobe creative suite 3 design premium. adobe creative suite 3 design premium upsell software is the designer's dream toolkit for print web and mobile publishing. it combines all-new versions of essential tools for professional page layout image editing illustration and adobe pdf workflows with new tools for producing engaging websites interactive experiences and mobile content--all in a unified intuitive design environment. from exploring design concepts to finessing production details you can leverage the tightly integrated tools in creative suite 3 design premium to make even your most visionary ideas real--in print on the web and on mobile devices. deliver innovative ideas in print web and mobile design adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing. it combines all-new versions of essential tools for producing everything from professional page layouts to rich interactive experiences in a unified intuitive environment. design with essential tools let your ideas take flight with adobe creative suite 3 design premium which equips you to craft your best creative work more easily and efficiently than ever before. from thinking through concepts to finessing production details you can leverage the intuitive tools in creative suite 3 design premium to make even your most visionary ideas real. creative suite 3 design premium lets you stay true to your creative intent without making compromises along the way. keep your ideas flowing adobe creative suite 3 design premium lets you slip into the creative zone and stay there by offering tight integration and shared features that enable you to move fluidly between tasks. easily move assets between components to avoid awkward workarounds. import adobe photoshop extended and illustrator artwork into adobe flash for example or paste photoshop images into adobe dreamweaver. visually manage assets in adobe bridge coordinate with team members using adobe version cue and host real-time web-based meetings with adobe acrobat connect--all from within creative suite 3 design premium. design for today...and tomorrow prepare content for a wide range of media from print pieces to interactive websites to mobile devices using integrated tools to produce industry-standard output. depend on reliable adobe pdf workflows for print production move from print design to web design by exporting xhtml from adobe indesign to dreamweaver and enable efficient developer workflows as you create cutting-edge interactive experiences. from pages to pixels design premium lets you design for tomorrow as well as today. photoshop cs3 extended for specialized image editing illustrator cs3 for vector graphics creation adobe indesign cs3 for page layout flash cs3 professional for interactive design dreamweaver cs3 for web design and development acrobat 8 professional for adobe pdf workflows audience benefit design professionals express your ideas in virtually any medium from paper to pixels using intuitive tools that help you stay true to your creative intent. adobe creative suite 3 design premium software is the designer's dream toolkit for print web and mobile publishing combining all-new versions of essential tools for professional page layout image editing illustration and adobe pdf workflows with new tools for designing engaging websites interactive experiences and mobile content in a unified design environment. design premium also offers visual asset management effective file management for collaborative creative teams mobile content previewing and access to services such as adobe stock photos* for royalty-free imagery and adobe acrobat connect* for web conferencing. with creative suite 3 design premium you can create beautiful engaging content collaborate effectively and equip yourself for new business opportunities with tools that let you design for tomorrow as well as today. print professionals adobe creative suite 3 design premium software offers print professionals industry-standard tools for design and production. creative suite 3 design premium combines full new versions of adobe's leading design and production tools-- adobe indesign cs3 photoshop cs3 extended illustrator cs3 flash cs3 professional dreamweaver cs3 and acrobat 8 professional--in a tightly integrated environment that offers productivity features for visual asset management effective file management mobile content previewing and direct access to online services. enjoy consistent print controls shared color settings and shared pdf export presets across design premium components and generate reliable output using support for high-end adobe pdf workflows including pdf/x. preflight |pdf files using acrobat which now offers automated file correction and automate workflows using jdf. even improve communication with customers using real-time web-based meetings with adobe acrobat connect.* creative suite 3 design premium gives you the most trusted tools for the job helping you realize smooth production processes--and diversify your services. it professionals adobe creative suite 3 design premium software enables creative teams to realize their ideas more quickly and efficiently than ever before. built on industry standards to provide long-term compatibility creative suite 3 design premium can be deployed across networks is extensible and scriptable and can be tailored to meet a variety of specialized design and publishing needs. design premium combines full new versions of adobe's essential design tools--adobe indesign cs3 photoshop cs3 extended illustrator cs3 flash cs3 professional dreamweaver cs3 and acrobat 8 professional--with adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe stock photos* and adobe acrobat connect* for improved collaboration and productivity in creative workgroups. offering a single installer and serial number for easy installation and backed by the quality and reliability adobe is known for creative suite 3 design premium meets the needs of your creative team. visually manage assets in adobe bridge test mobile designs in adobe device central coordinate with team members using adobe version cue host real-time web-based meetings with adobe acrobat connect top new benefits of adobe creative suite 3 design premium all-new versions of essential creative tools experience the ultimate creative toolset with adobe indesign cs3 for page layout photoshop cs3 extended for specialized image editing illustrator cs3 for vector graphics creation flash cs3 professional for interactive design dreamweaver cs3 for web design and development and acrobat 8 professional for adobe pdf workflows. unprecedented integration use native files more easily than ever in different design workflows: import photoshop and illustrator files into flash and copy photoshop files into dreamweaver. and enjoy a unified integrated design experience with new self-adjusting panels and other shared interface elements. powerful design workflows bring your most visionary ideas to life in print on the web and on mobile devices. automatically find and fix errors before printing high-quality pages using indesign and acrobat. export indesign layouts as xhtml to use in web designs in dreamweaver. easily create graphics in flash using the adobe-standard pen tool. and test mobile designs in adobe device central. support for the latest mac and windows systems get the most out of creative suite 3 design premium on intel based mac systems and microsoft windows vista computers. work smoothly on legacy powerpc based mac and windows xp systems as well. new dimensions in digital imaging with adobe photoshop cs3 extended select image regions more intuitively apply filters nondestructively manipulate 3d images and create accurate composites of images with similar content using photoshop cs3 extended. inspired vector graphics creation in adobe illustrator cs3 explore apply and control color variations using live color in illustrator cs3. select and align points and edit paths more easily than ever before and easily incorporate vector graphics into print web and interactive and mobile designs. efficient powerful page design with adobe indesign cs3 explore more creative possibilities and experience new levels of productivity using indesign cs3 which offers powerful features for creating graphically rich complex documents; professional typographic controls; and robust reliable printing. visual media management in adobe bridge cs3 easily organize browse locate and preview assets with adobe bridge cs3 which offers faster performance; customizable workspaces; nondestructive batch-editing of tiff jpeg and camera raw files; playback of flash files; and direct access to useful services such as adobe stock photos.* stronger designer-developer workflows import layered photoshop and illustrator files into flash animate them and export them automatically in the actionscript 3.0 language to hand off to developers. use new css layouts in dreamweaver to jump-start standards-based web pages and collaborate with developers to produce interactive web experiences using the spry framework for ajax. integrated support for mobile design produce compelling mobile graphics in illustrator and photoshop extended add interactivity in flash and code pages for mobile display in dreamweaver. then preview and test your designs using mobile device profiles in adobe device central cs3. additional features industry-leading image editing and illustration experience unrivaled image editing and compositing and even perform advanced image analysis using photoshop cs3 extended. produce inspired vector graphics with illustrator cs3 which lets you interactively explore apply and control color. and work seamlessly between the two components with native file format support. designer-developer workflows import layered photoshop and illustrator files into flash animate them and export them automatically in the actionscript 3.0 language to hand off to developers. use new css layouts in dreamweaver to jump-start standards-based web pages and collaborate with developers to produce interactive web experiences using the spry framework for ajax. adobe pdf print workflows use widely available adobe pdf to create reliable and consistent final output streamline print production--including automatically fixing mistakes before they get to press--and automate workflows using jdf. support for pdf/x standard create reliable press-ready layouts using iso- and ansi-standard pdf/x including pdf/x-1a pdf/x-3 pdf/x-4 (draft) and pdf/a. powerful jdf workflows automatically convert indesign files to adobe pdf and preflight and validate them against the targeted output intent (including number of pages page size and more) using enhanced jdf workflows. shared pdf presets use built-in adobe pdf export presets--or create custom presets--in photoshop illustrator and indesign to generate consistent adobe pdf files for electronic review or final output. streamlined print production preflight adobe pdf files in acrobat 8 professional and fix problems before they get to press. automatically correct hairlines downsample image resolution flatten transparency and more. automation through scriptingspeed routine tasks and automate processes within and across components of the software by writing scripts in javascript applescript microsoft visual basic and the extendscript toolkit. efficient and easy-to-manage deploymenteasily deploy design premium using a single installer and serial number and track manage and accurately allocate adobe software assets using adobe license manager. * online services including but not limited to adobe stock photos and acrobat connect may not be available in all countries languages and currencies. availability of services is subject to change. use of online services is governed by terms and conditions of a separate agreement and may be subject to additional fees. for details visit www.adobe.com. adobe creative suite 3: what's in each edition? adobe creative suite 3 editions design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe fireworks cs3 adobe after effects cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional features and services in adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photos adobe acrobat connect * adobe ultra runs on microsoft windows only. for macintosh users adobe onlocation requires bootcamp and windows (purchased separately) or a separate windows-based computer.","adobe",1599
"b0001g6u98","retrospect 6.0 desktop mac upgrade","retrospect desktop v6.x upgrade for macintosh. contains uac code installs on a desktop can backup 2 other desktops","dantz",59.99
"b000hcmtly","exceed 2007 with 1yr mnt 1u","exceed 2007 w/1yr mnt 1u","hummingbird communications",650
"b000fbgate","ca brightstor arcserve backup r11.1 for netware tape library option - service pack","arcserve bkup r11.1 nw tlo sp1- prod only","computer associates",0
"b0000y7wc0","adobe acrobat distiller svr v6-cd linux u/u ( 42050142 )","adobe acrobat distiller server 6.0 software enables workgroups to convert adobe postscript files to compact reliable and more secure adobe portable document format (pdf) files over a network. a flexible and automated solution acrobat distiller server easily integrates into existing document workflows. acrobat distiller server 6.0 is a flexible server-based solution for converting adobe postscript files to adobe pdf files providing it and creative professionals the power of increased productivity. administrators can deploy acrobat distiller server 6.0 quickly and easily and can also centrally optimize adobe pdf files for print e-mail and the web using customizable and predetermined settings. workgroups benefit from volume adobe pdf document creation using an intuitive and automated mechanism. acrobat distiller server 6.0 easily integrates into existing document processes allowing businesses to leverage their current software and hardware investments and increase efficiency. employees can continue using familiar software programs to author documents and then automatically convert them to adobe pdf for streamlined distribution. acrobat distiller server 6.0 can also be integrated with web applications to present bills statements invoices and more over the internet. enhancements in acrobat distiller server 6.0 result in higher-quality and smaller adobe pdf files. a member of the acrobat 6.0 family of software acrobat distiller server 6.0 utilizes the latest pdf specification and offers improved pdf/x support allowing organizations to more reliably exchange and output files.","adobe systems",0
"b000e6g7x4","backup exec netware open file v9.2 e/g full package product","backup exec netware open file v9.2 e/g full package product","veritas",695
"b0002nt34o","microsoft virtual pc for mac 7.0 with windows 2000","expand the power of your mac with microsoft virtual pc for mac version 7 the application that makes it possible for you to access pc-only software files networks and devices from your mac. virtual pc 7 which is compatible with the mac g5 offers important improvements in support speed and reliability.","microsoft",249.99
"b000cc09uw","microsoft mappoint 2006 standard edition","microsoft mappoint 2006 helps business users to visualize analyze and communicate data. it includes updated geographic and demographic data plus text and voice-prompted driving guidance. make it easier for organizations to visualize their business in a whole new way. getting to meetings and customers is easy; just plug it into your laptop and go!","microsoft",299
"b0001gu7g0","red hat entprse linux as 3 amd ( rhf0211us )","red hat's support services provide flexible and cost-effective coverage for your operating infrastructure. red hat offers multiple options for coverage type hours response times and number of authorized contacts to suit your individual needs.","red hat software",0
"b00073fl7w","ca arcserve bkup r11.1/nw stor area netw (san) opt prod only","arcserve bkup r11.1/nw stor area netw (san) opt prod only","computer associates",0
"b000192rq0","enterasys vpn & firewall code upgrade ( xsr-18xx-vpn-fw )","- marketing information: vpn feature set: when combined with the xsrandquot;s powerful ip routing the integrated vpn dramatically increases the performance and functionality for enterprise networking. the addition of enterprise-class vpn complements the xsrandquot;s industry-leading ip wan routing quality of service nat functionality and firewall features making it ideally suited to remote offices that require secure connectivity. customers can now take advantage of unmatched vpn capabilities for site-to-site and remote access connectivity. using the xsrandquot;s embedded vpn acceleration engine the xsr vpn security software delivers the vpn functions to meet the critical security requirements for high-speed connections that support todayandquot;s bandwidth-intensive business applications. with this software option the xsrandquot;s aggregate vpn throughput and tunnel capacity are significantly higher than competitive offerings. the vpn delivers seamless vpn interoperability with standards-based vpn gateways as well as with all major operating systemsandquot; embedded vpn clients. the softwareandquot;s flexibility is further demonstrated through its support of a rich suite of vpn protocols for both site-to-site and remote access communications. firewall feature set: enterasys firewall feature set brings a high-performance policy-managed stateful inspection multilayer firewall to the xsr platform. the addition of an enterprise-class firewall complements the xsrandquot;s indu","cabletron systems",1928.07
"b00004s4xy","suretrak project manager 3.0","communicate with professional-quality reports and graphics. suretrak project manager combines ease of use power and affordability. with suretrak you can create schedules graphically as well as point and click to create relationships between activities. it is ideal for resource planning and control on small- to medium-sized projects.","primavera systems",499
"b000b86a9q","vrs4.0 plus scsi workgroup scanning 5 & 6","vrs 4.1 professional for scsi wkgrp scanners","fujitsu imaging",0
"b000jbxxtk","pdf create! 4.0 retail","pdf create! 4.0 us en retail","nuance communications inc.",49.99
"b000hvxix8","upgrade 3d for exceed 2007 1u","upg 3d for exceed 2007 1u","hummingbird communications",0
"b0000cc778","cisco 3745 ser ios ent ( cd374-esk9= )","- marketing information: cisco ios software is the worldandquot;s leading network infrastructure software delivering a seamless integration of technology innovation business-critical services and hardware support. currently operating on over ten million active systems ranging from the small home office router to the core systems of the worldandquot;s largest service provider networks cisco ios software is the most widely leveraged network infrastructure software in the world. product information - software sub type: firmware - software name: ios ent services - feature pack for 3745 routers - complete product - features and benefits: enterprise services for 3745 routers license information - license type: complete product miscellaneous - compatibility: - cisco 3745 - cisco 3745 vpn security bundle","cisco systems - enterprise",2814.33
"b000jywfq4","softgrid cal for ts 4.1 english mlp 20 user cal","softgrid cal for ts 4.1 english mlp 20 user","microsoft",0
